State/Local, Condition, BR Key, Bridge Id, County, Municipality, Location/Structure Name, Feature Carried, Feature Intersected, Owner, Length (ft), Deck Area (sq ft), Number of Spans, Material, Structure Type, Year Built, Posting Status, Weight Limit Single, Weight Limit Combination, Deck Condition, Superstructure Condition, Substructure Condition, Culvert Condition, Planning Partner, Average Daily Traffic
"S","Fair","1331","02091001400460","ALLEGHENY","Richland Township","@ INTER. W/ TWP. RD. 828","GIBSONIA RD","MONTOUR RUN","STATE HIGHWAY AGENCY","38","1710","1","Concrete (cast in place)","T-beams","1940","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","8256"
"S","Fair","1335","02091002600825","ALLEGHENY","West Deer Township","500FT W OF OAK RD","GIBSONIA ROAD","DEER CREEK","STATE HIGHWAY AGENCY","48","2136","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1966","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","7877"
"S","Fair","1338","02091002900118","ALLEGHENY","West Deer Township","200' SOUTH OF SR 1024","GIBSONIA RD","BRANCH OF DEER CREEK","STATE HIGHWAY AGENCY","22","820.60","1","Concrete (cast in place)","Slab (solid)","1960","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","4511"
"S","Fair","1340","02091003300000","ALLEGHENY","Indiana Township","150'N.W.CEDAR RUN RD.","GIBSONIA RD","CEDAR RUN","STATE HIGHWAY AGENCY","31","1100.50","1","Steel","I beams","1955","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","8 - Very Good","5 - Fair","N - Not applicable.","SPC","3932"
"S","Fair","1341","02091003700000","ALLEGHENY","Indiana Township","NEAR TURNED BACK SR 1006","GIBSONIA RD","BLUE RUN","STATE HIGHWAY AGENCY","18","792","1","Concrete (cast in place)","Box culvert","1976","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","8013"
"S","Fair","1342","02091003900341","ALLEGHENY","Indiana Township","@ INTER. W/SR 1036","GIBSONIA ROAD","RAWLINS  RUN","STATE HIGHWAY AGENCY","21","919.80","1","Concrete (cast in place)","Slab (solid)","1933","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","9948"
"S","Fair","1343","02091004401505","ALLEGHENY","Harmar Township","3/4 MI.NE OF SR 0028","GIBSONIA RD","DEER CREEK","STATE HIGHWAY AGENCY","224","9990.40","4","Prestressed precast concrete (P/S)","Box beam - (spread)","1970","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","12922"
"S","Fair","1349","02097801300171","ALLEGHENY","Oakdale Borough","@ INTERS.W\SR 3048","UNION AV","BR.ROBINSON RUN","STATE HIGHWAY AGENCY","55","2695","1","Concrete (cast in place)","Arch deck - closed","1925","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","7598"
"S","Fair","1350","02097801500037","ALLEGHENY","Oakdale Borough","2000'N.W.OF SR 3048","CLINTON AVE","N. BR. OF ROBINSON RUN","STATE HIGHWAY AGENCY","116","4292","2","Steel","I beams","1942","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","5 - Fair","N - Not applicable.","SPC","12539"
"S","Fair","1353","02097802000078","ALLEGHENY","North Fayette Township","300 FT N OF SR 3108","BATEMAN ROAD","N. BRA. OF ROBINSON RUN","STATE HIGHWAY AGENCY","35","805","1","Concrete (cast in place)","Arch deck - closed","1943","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","3357"
"S","Fair","1355","02100100401080","ALLEGHENY","Etna Borough","AT ETNA INTERCHANGE","BRIDGE ST","PINE CREEK","STATE HIGHWAY AGENCY","98","5566.40","2","Steel","I beams","1955","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","3958"
"S","Fair","1357","02100100900045","ALLEGHENY","Sharpsburg Borough","SCOUT CAMP GUYAUSTA RUN","MAIN ST","GUYASUTA RUN","STATE HIGHWAY AGENCY","8","288","1","Masonry","Arch culvert","1900","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","7167"
"S","Fair","1358","02100100900648","ALLEGHENY","Ohara Township","NEAR HIGHLAND PARK BRIDGE","FREEPORT ROAD","NORFOLK SOUTHERN RR","STATE HIGHWAY AGENCY","85","4675","1","Prestressed precast concrete (P/S)","I beams","1927","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","7167"
"S","Fair","1363","02100101401022","ALLEGHENY","Ohara Township","50'E.EAST OAK HILL DR.","FREEPORT RD","LITTLE SQUAW RUN","STATE HIGHWAY AGENCY","8","304","1","Concrete (cast in place)","Tied arch culvert","1928","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","9984"
"S","Fair","1364","02100101702748","ALLEGHENY","Ohara Township","100'S.POWERS RUN RD.","FREEPORT RD","POWERS RUN","STATE HIGHWAY AGENCY","13","676","1","Concrete (cast in place)","Tied arch culvert","1928","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","16964"
"S","Fair","1366","02100102101695","ALLEGHENY","Harmar Township","HARMAR OVER BARGE BASIN","FREEPORT RD","BARGE BASIN","STATE HIGHWAY AGENCY","85","3230","1","Steel","Girder riv/thru","1928","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","18784"
"S","Fair","1367","02100102201890","ALLEGHENY","Harmar Township","300'S. INTERSECT W/TR 910","FREEPORT RD","DEER CREEK","STATE HIGHWAY AGENCY","146","9490","2","Prestressed precast concrete (P/S)","I beams","1970","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","20676"
"S","Fair","1369","02100102701058","ALLEGHENY","Springdale Borough","0.5 MI E OF PILLOW AVE","PITTSBURGH STREET","SHOOPS RUN","STATE HIGHWAY AGENCY","24","1440","1","Concrete (cast in place)","Arch deck - closed","1920","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","12491"
"S","Fair","1374","02100104000294","ALLEGHENY","Tarentum Borough","AT APPRCH TO TARENTUM BR","SEVENTH AVE","BULL CREEK","STATE HIGHWAY AGENCY","40","2120","1","Masonry","Arch deck - closed","1895","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","8047"
"S","Fair","1376","02100200110595","ALLEGHENY","Ohara Township","70 PAR S.B.OVER 1037 N.B.","FREEPORT RD RP","LR 1037 NB.-TR 28","STATE HIGHWAY AGENCY","298","9387","4","Steel","I beams","1965","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","7 - Good","N - Not applicable.","SPC","3941"
"S","Fair","1377","02100200200000","ALLEGHENY","Ohara Township","@ INT W/ SR 28 & FREEPORT","SR 1002","SR 9108","STATE HIGHWAY AGENCY","155","11005","3","Prestressed precast concrete (P/S)","Box beam - (spread)","1965","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","8340"
"S","Fair","1378","02100300200734","ALLEGHENY","Ohara Township","0.5 NE OF MAIN STREET","NORTH CANAL ST","SEITZ RUN","STATE HIGHWAY AGENCY","35","1330","1","Concrete (cast in place)","Slab (solid)","1960","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","4772"
"S","Fair","1379","02100400302337","ALLEGHENY","Ohara Township","AT INTER/SR 1003","KIRKWOOD DRIVE","TRIB TO SEITZ RUN","STATE HIGHWAY AGENCY","8","256","1","Concrete (cast in place)","Box culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","702"
"S","Fair","1380","02100500200000","ALLEGHENY","Ohara Township, Pittsburgh City","Highland Park Bridge","HIGHLAND PARK BRG","NS RR, ALLEGH R, AVR RR","STATE HIGHWAY AGENCY","2306","147584","13","Steel","Truss - deck","1940","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","5 - Fair","5 - Fair","N - Not applicable.","SPC","37191"
"S","Fair","1384","02100500202521","ALLEGHENY","Ohara Township","Highland Park Bridge","HIGHLAND PARK BRG","FREEPORT RD","STATE HIGHWAY AGENCY","72","4968","1","Steel","I beams","1938","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","37191"
"S","Fair","1387","02100600100342","ALLEGHENY","Shaler Township","SHALER TWP.OVER PINE CR.","BURCHFIELD RD","PINE CREEK","STATE HIGHWAY AGENCY","116","3364","1","Concrete (cast in place)","Arch deck - closed","1915","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","3615"
"S","Fair","1391","02100600601320","ALLEGHENY","Indiana Township","1400'SOUTHEAST OF SR 1013","HARTS RUN RD","SMALL RUN","STATE HIGHWAY AGENCY","8","224","1","Concrete (cast in place)","Box culvert","1936","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","4978"
"S","Fair","1394","02101000100050","ALLEGHENY","Hampton Township","AT RT 8 INT.","HARTS RUN RD.","GOURDHEAD RUN","STATE HIGHWAY AGENCY","18","828","1","Concrete (cast in place)","Arch culvert","1921","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","5562"
"S","Fair","1396","02101000602330","ALLEGHENY","Indiana Township","@ INTERSECTION W/SR 1006","HARTS RUN ROAD","LITTLE PINE CREEK","STATE HIGHWAY AGENCY","15","487.50","1","Concrete (cast in place)","Slab (solid)","1926","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","6378"
"S","Fair","1401","02101100300000","ALLEGHENY","Harmar Township","1 MI.N.OF SR 0028","GUYS RUN RD","GUYS RUN","STATE HIGHWAY AGENCY","17","493","1","Concrete (cast in place)","Slab (solid)","1994","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","3223"
"S","Fair","1403","02101200100620","ALLEGHENY","Hampton Township","600'N.E.OF INTER.W/TR 8","MCCULLY RD","MCCASLIN RUN","STATE HIGHWAY AGENCY","16","432","1","Concrete (cast in place)","Arch culvert","1930","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","2028"
"S","Fair","1410","02101300901450","ALLEGHENY","Indiana Township",".8 MI. NORTH OF SR 1010","SAXONBURG BL","BR LITTLE PINE CREEK","STATE HIGHWAY AGENCY","8","264","1","Steel","Pipe-arch culvert","1980","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","3958"
"S","Fair","1414","02101302201288","ALLEGHENY","West Deer Township","INTER W/TWP.RD.671","SAXONBURG BL","BRANCH OF CUNNINGHAM RUN","STATE HIGHWAY AGENCY","9","306","2","Steel","Pipe culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","2842"
"S","Fair","1415","02101302700276","ALLEGHENY","West Deer Township","250'S.OF TWP.RD.632","SAXONBURG BLVD","BR.LITTLE DEER CRK.","STATE HIGHWAY AGENCY","11","396","1","Steel","Pipe-arch culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","2720"
"S","Fair","1416","02101303101726","ALLEGHENY","West Deer Township","100'E.OF POPLAR ST.","SAXONBURG BL","BR LITTLE DEER CREEK","STATE HIGHWAY AGENCY","12","396","1","Concrete encased steel","I beams","1989","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","2720"
"S","Fair","1417","02101400200399","ALLEGHENY","Harmar Township","0.7 MI. N.E.OF TURNPIKE","HITE RD","SR 0028 NB SB","STATE HIGHWAY AGENCY","281","21075","3","Steel","I-welded beams","1970","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","8184"
"S","Fair","1422","02101500502728","ALLEGHENY","Indiana Township","100'SOUTH/SR 1016","LITTLE DEER CRE RD","BR.LITTLE DEER CREEK","STATE HIGHWAY AGENCY","15","600","1","Aluminum, wrought iron, cast iron","Arch culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","4157"
"S","Fair","1426","02101500800375","ALLEGHENY","Indiana Township","1 MI.NORTH OF SR 1016","LTL DEER CREEK RD","LITTLE DEER CREEK","STATE HIGHWAY AGENCY","50","1595","1","Steel","I beams","1939","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","3759"
"S","Fair","1427","02101501000038","ALLEGHENY","West Deer Township","@ ENTRANCE TO COAL MINE","LITTLE DEER CR RD","BR LITTLE DEER CK","STATE HIGHWAY AGENCY","11","506","1","Concrete encased steel","I beams","1930","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","3759"
"S","Fair","1431","02101501302506","ALLEGHENY","West Deer Township","NEAR INTER.W/TWP.RD.946","LTLE.DR.CRK.VLY.RD","BR. LITTLE DEER CREEK","STATE HIGHWAY AGENCY","18","801","1","Concrete (cast in place)","Box culvert","1960","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","2366"
"S","Fair","1433","02101600320000","ALLEGHENY","Indiana Township","1/2 MI.WEST OF TWP.RD.662","COVE RUN RD","LONG RUN","STATE HIGHWAY AGENCY","23","816.50","1","Concrete (cast in place)","T-beams","1959","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","5 - Fair","N - Not applicable.","SPC","1111"
"S","Fair","1439","02101902200000","ALLEGHENY","East Deer Township","0.7 MI N OF BAILEYS RUN R","DAYS RUN ROAD","DAYS RUN","STATE HIGHWAY AGENCY","29","870","1","Concrete (cast in place)","Slab (solid)","1953","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","5 - Fair","N - Not applicable.","SPC","472"
"S","Fair","1440","02101902201167","ALLEGHENY","East Deer Township","OFF BAILEY RUN RD.","DAYS RUN RD","DAYS RUN","STATE HIGHWAY AGENCY","31","899","1","Concrete (cast in place)","Slab (solid)","1954","OPEN, NO RESTRICTION","N/A","N/A","8 - Very Good","8 - Very Good","6 - Satisfactory","N - Not applicable.","SPC","472"
"S","Fair","1444","02102200502335","ALLEGHENY","West Deer Township","125' N OF SR 1024","BRYSON ROAD","BRANCH DEER CREEK","STATE HIGHWAY AGENCY","8","192","1","Concrete (cast in place)","Arch culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","523"
"S","Fair","1449","02102800100312","ALLEGHENY","Richland Township","1000' EAST OF SR 0008","BAKERSTOWN RD","BR.OF DEER CREEK","STATE HIGHWAY AGENCY","10","300","1","Concrete encased steel","I beams","1920","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","5665"
"S","Fair","1450","02102800302408","ALLEGHENY","West Deer Township","@ TWP. RD. 618","BAKERSTOWN RD","BRANCH DEER CREEK","STATE HIGHWAY AGENCY","10","320","1","Steel","Arch culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","5665"
"S","Fair","1451","02102800302614","ALLEGHENY","West Deer Township","200' E OF DONALDSON RD","BAKERSTOWN ROAD","DEER CREEK","STATE HIGHWAY AGENCY","17","595","1","Steel","Arch culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","5665"
"S","Fair","1452","02102800600000","ALLEGHENY","West Deer Township","1/4 M. EAST OF SR 1029","BAKERSTOWN RD","DAWSON RUN","STATE HIGHWAY AGENCY","14","476","1","Steel","Arch culvert","1981","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","3880"
"S","Fair","1456","02102802200000","ALLEGHENY","Fawn Township","0.9 MI. WEST OF SR 1033","BAKERSTOWN RD","HOWES RUN","STATE HIGHWAY AGENCY","9","216","1","Concrete (cast in place)","Arch culvert","1934","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","2733"
"S","Fair","1457","02102802400122","ALLEGHENY","Fawn Township","100' EAST OF SR 1033","BAKERSTOWN RD","MCDOWELL RUN","STATE HIGHWAY AGENCY","12","276","1","Concrete (cast in place)","Arch culvert","1934","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","2786"
"S","Fair","1458","02102802500000","ALLEGHENY","Fawn Township",".4 MI. WEST OF SR 1035","BAKERSTOWN RD","BR.MCDOWELL RUN","STATE HIGHWAY AGENCY","9","252","1","Concrete (cast in place)","Arch culvert","1934","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","2786"
"S","Fair","1460","02102802801471","ALLEGHENY","Harrison Township","50' WEST OF SR 1039","BAKERSTOWN RD","BRANCH LITTLE BULL CREEK","STATE HIGHWAY AGENCY","11","968","1","Concrete (cast in place)","Box culvert","1972","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","9948"
"S","Fair","1464","02103200400311","ALLEGHENY","Harrison Township","300' SE OF SR 0028","BURTNER ROAD","LITTLE BULL CREEK","STATE HIGHWAY AGENCY","37","1998","1","Prestressed precast concrete (P/S)","Box beam - (spread)","1970","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","9612"
"S","Fair","1465","02103300200000","ALLEGHENY","Fawn Township","1850' N.E. OF SR 1034","HOWES RUN RD.","HOWES RUN","STATE HIGHWAY AGENCY","25","595","1","Concrete (cast in place)","Arch deck - closed","1915","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","524"
"S","Fair","1467","02103400100084","ALLEGHENY","Fawn Township","50'S.E.OF INTER.W/SR 1028","BULL CREEK ROAD","BRANCH BULL CREEK","STATE HIGHWAY AGENCY","13","754","1","Concrete (cast in place)","Tied arch culvert","1950","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","2673"
"S","Fair","1468","02103400400000","ALLEGHENY","Fawn Township","1200' N.W. OF SR 1033","BULL CREEK ROAD","BULL CREEK","STATE HIGHWAY AGENCY","71","2236.50","1","Prestressed precast concrete (P/S)","Box beam - adj","1982","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","2030"
"S","Fair","1469","02103400401330","ALLEGHENY","Fawn Township","150' S.E. OF SR 1033","BULL CREEK RD","HOWES RUN","STATE HIGHWAY AGENCY","22","770","1","Masonry","Arch deck - closed","1930","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","6 - Satisfactory","N - Not applicable.","SPC","2609"
"S","Fair","1472","02103400502238","ALLEGHENY","Fawn Township","2800' NORTH TWP. RD. 772","BULL CREEK RD","BULL CREEK","STATE HIGHWAY AGENCY","53","1272","1","Masonry","Arch deck - closed","1922","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","5 - Fair","5 - Fair","N - Not applicable.","SPC","2609"
"S","Fair","1474","02103700300180","ALLEGHENY","Harrison Township","200' S.E. OF SR 0028","SAXONBURG RD","BR. LITTLE BULL CREEK","STATE HIGHWAY AGENCY","12","336","1","Steel","Pipe culvert","1972","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","1972"
"S","Fair","1475","02103800100059","ALLEGHENY","East Deer Township, Lower Burrell City, New Kensington City","New Kensington Bridge","New Kensington Brg","SR 9109,N&S ,PINE,ALLRIV","STATE HIGHWAY AGENCY","1528","58369.60","14","Steel","Truss - thru","1927","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","5 - Fair","5 - Fair","N - Not applicable.","SPC","15231"
"S","Fair","1477","02104000100000","ALLEGHENY","Tarentum Borough","NEAR TARENTUM INTERCHANGE","BAKERSTOWN ROAD","SR 0028","STATE HIGHWAY AGENCY","215","7310","4","Prestressed precast concrete (P/S)","I beams","1983","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","1036"
"S","Fair","1478","02104500201847","ALLEGHENY","West Deer Township","4800' NORTH OF SR 1028","ARMSTRONG RD","BRANCH BULL CREEK","STATE HIGHWAY AGENCY","12","348","1","Concrete (cast in place)","Slab (solid)","1930","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","89"
"S","Fair","1480","02200101100112","ALLEGHENY","Forward Township","AT SR 2005","MONONGAHELA RD","KELLY RUN","STATE HIGHWAY AGENCY","18","601.20","1","Concrete (cast in place)","Box culvert","1935","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","803"
"S","Fair","1486","02200102700201","ALLEGHENY","Lincoln Borough","@ IN W/ SR 2021","GLASSPORT ROAD","FRANTI'S RUN","STATE HIGHWAY AGENCY","16","480","1","Masonry","Arch culvert","1890","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","5380"
"S","Fair","1487","02200102900055","ALLEGHENY","Lincoln Borough","INT. OF LOWER COURSIN RD","GLASSPORT ROAD","CREEK","STATE HIGHWAY AGENCY","10","260","1","Concrete (cast in place)","Arch culvert","1940","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","5380"
"S","Fair","1493","02200600300000","ALLEGHENY","Elizabeth Township","3/4 MI.NW OF SR 0048","HAPPY HOLLOW RD","BR.WYLIE RUN","STATE HIGHWAY AGENCY","14","448","1","Concrete (cast in place)","Slab (solid)","1942","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","710"
"S","Fair","1494","02200700400404","ALLEGHENY","Forward Township","1/2 MI S. OF SR 2005","RIVER HILL ROAD","PERRY MILL RUN","STATE HIGHWAY AGENCY","10","360","1","Concrete (cast in place)","Arch culvert","1920","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","1297"
"S","Fair","1495","02200700602941","ALLEGHENY","Forward Township","AT NORTH END OF SR 2007","RIVER HILL RD","PERRY MILL RUN","STATE HIGHWAY AGENCY","17","816","1","Concrete (cast in place)","Slab (solid)","1960","OPEN, NO RESTRICTION","N/A","N/A","6 - Satisfactory","6 - Satisfactory","6 - Satisfactory","N - Not applicable.","SPC","867"
"S","Fair","1497","02200900101672","ALLEGHENY","Forward Township","3/4 MI. NORTH OF SR 0136","SUNFISH RD","SUNFISH RUN","STATE HIGHWAY AGENCY","20","570","1","Concrete (cast in place)","Slab (solid)","1949","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","168"
"S","Fair","1500","02201000300537","ALLEGHENY","Elizabeth Township, Lincoln Borough","526' EAST OF SR 2008","LOVEDALE RD","WYLIE RUN","STATE HIGHWAY AGENCY","18","612","1","Concrete (cast in place)","Slab (solid)","1972","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","6943"
"S","Fair","1503","02201000400693","ALLEGHENY","Elizabeth Township, Lincoln Borough","238'S.W.OF PORTVUE RD","LOVEDALE RD","WYLIE RUN","STATE HIGHWAY AGENCY","26","910","2","Steel","Pipe-arch culvert","1972","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","6943"
"S","Fair","1504","02201000400988","ALLEGHENY","Elizabeth Township","55' N.E. OF  PORTVUE RD.","LOVEDALE RD","WYLIE RUN","STATE HIGHWAY AGENCY","10","300","1","Concrete encased steel","I beams","1930","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","6943"
"S","Fair","1505","02200900100247","ALLEGHENY","Forward Township","247' NORTH OF SR 0136","SUNNYSIDE RD","SUNFISH RUN","STATE HIGHWAY AGENCY","9","279","1","Aluminum, wrought iron, cast iron","Pipe-arch culvert","1990","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","6 - Satisfactory","SPC","167"
"S","Fair","1508","02201300101574","ALLEGHENY","Forward Township","1600'NORTH OF SR 0136","ELIZABETH RD","BR.OF BECKETS RUN","STATE HIGHWAY AGENCY","20","472","1","Concrete (cast in place)","Box culvert","1952","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","236"
"S","Fair","1511","02201400320000","ALLEGHENY","Elizabeth Township",".2 MI SW OF SR 2017","BOYDS HOLLOW ROAD","BOYDS HOLLOW RUN","STATE HIGHWAY AGENCY","25","675","1","Concrete encased steel","I beams","1936","OPEN, NO RESTRICTION","N/A","N/A","5 - Fair","5 - Fair","5 - Fair","N - Not applicable.","SPC","558"
"S","Fair","1512","02201700302834","ALLEGHENY","Elizabeth Township","1 MI.NORTH OF SR0136","LONG HOLLOW RD","GILLESPIE RUN","STATE HIGHWAY AGENCY","23","874","1","Concrete (cast in place)","Slab (solid)","1962","OPEN, NO RESTRICTION","N/A","N/A","7 - Good","7 - Good","6 - Satisfactory","N - Not applicable.","SPC","1531"
"S","Fair","1516","02201700501058","ALLEGHENY","Elizabeth Township","@INTER.W/ROUND HILL RD","PINEVIEW DR","DOUGLAS RUN","STATE HIGHWAY AGENCY","50","1500","2","Concrete (cast in place)","Frame culvert","1940","OPEN, NO RESTRICTION","N/A","N/A","N - Not applicable.","N - Not applicable.","N - Not applicable.","5 - Fair","SPC","1531"
